OG,len,i,sp
OG0002560,592,CCW59834.1,Phytomonas_sp._EM1
OG0004152,243,CCW59835.1,Phytomonas_sp._EM1
OG0002809,708,CCW59854.1,Phytomonas_sp._EM1
OG0002809,71,CCW59855.1,Phytomonas_sp._EM1
OG0003200,169,CCW59860.1,Phytomonas_sp._EM1
OG0003250,714,CCW59865.1,Phytomonas_sp._EM1
OG0003918,479,CCW59866.1,Phytomonas_sp._EM1
OG0003557,312,CCW59869.1,Phytomonas_sp._EM1
OG0002610,422,CCW59883.1,Phytomonas_sp._EM1
OG0003280,556,CCW59884.1,Phytomonas_sp._EM1
OG0003032,1173,CCW59888.1,Phytomonas_sp._EM1
OG0004234,114,CCW59893.1,Phytomonas_sp._EM1
OG0003068,318,CCW59894.1,Phytomonas_sp._EM1
OG0003213,153,CCW59902.1,Phytomonas_sp._EM1
OG0003496,297,CCW59906.1,Phytomonas_sp._EM1
OG0003098,301,CCW59909.1,Phytomonas_sp._EM1
OG0003464,356,CCW59910.1,Phytomonas_sp._EM1
OG0003714,154,CCW59912.1,Phytomonas_sp._EM1
OG0003381,544,CCW59918.1,Phytomonas_sp._EM1
OG0004142,237,CCW59921.1,Phytomonas_sp._EM1
OG0002758,206,CCW59922.1,Phytomonas_sp._EM1
OG0004125,258,CCW59924.1,Phytomonas_sp._EM1
OG0003389,439,CCW59925.1,Phytomonas_sp._EM1
OG0002872,447,CCW59934.1,Phytomonas_sp._EM1
OG0002661,313,CCW59942.1,Phytomonas_sp._EM1
OG0003513,116,CCW59952.1,Phytomonas_sp._EM1
OG0003332,558,CCW59967.1,Phytomonas_sp._EM1
OG0003153,289,CCW59968.1,Phytomonas_sp._EM1
OG0003165,246,CCW59974.1,Phytomonas_sp._EM1
OG0004091,283,CCW59982.1,Phytomonas_sp._EM1
OG0003953,358,CCW59985.1,Phytomonas_sp._EM1
OG0002566,766,CCW59987.1,Phytomonas_sp._EM1
OG0003210,191,CCW59997.1,Phytomonas_sp._EM1
OG0002699,544,CCW60000.1,Phytomonas_sp._EM1
OG0003763,715,CCW60002.1,Phytomonas_sp._EM1
OG0004067,339,CCW60004.1,Phytomonas_sp._EM1
OG0002608,590,CCW60008.1,Phytomonas_sp._EM1
OG0003217,149,CCW60015.1,Phytomonas_sp._EM1
OG0003751,874,CCW60019.1,Phytomonas_sp._EM1
OG0003007,842,CCW60022.1,Phytomonas_sp._EM1
OG0003408,477,CCW60024.1,Phytomonas_sp._EM1
OG0003922,474,CCW60025.1,Phytomonas_sp._EM1
OG0004079,265,CCW60029.1,Phytomonas_sp._EM1
OG0003124,310,CCW60032.1,Phytomonas_sp._EM1
OG0002910,743,CCW60033.1,Phytomonas_sp._EM1
OG0002970,527,CCW60034.1,Phytomonas_sp._EM1
OG0004160,276,CCW60036.1,Phytomonas_sp._EM1
OG0002573,522,CCW60047.1,Phytomonas_sp._EM1
OG0003413,436,CCW60048.1,Phytomonas_sp._EM1
OG0002924,607,CCW60049.1,Phytomonas_sp._EM1
OG0002635,452,CCW60052.1,Phytomonas_sp._EM1
OG0004028,297,CCW60059.1,Phytomonas_sp._EM1
OG0003535,369,CCW60072.1,Phytomonas_sp._EM1
OG0004051,326,CCW60095.1,Phytomonas_sp._EM1
OG0004233,240,CCW60106.1,Phytomonas_sp._EM1
OG0003701,232,CCW60107.1,Phytomonas_sp._EM1
OG0003109,368,CCW60108.1,Phytomonas_sp._EM1
OG0003639,289,CCW60109.1,Phytomonas_sp._EM1
OG0002613,482,CCW60114.1,Phytomonas_sp._EM1
OG0003774,838,CCW60116.1,Phytomonas_sp._EM1
OG0002925,657,CCW60120.1,Phytomonas_sp._EM1
OG0002994,587,CCW60121.1,Phytomonas_sp._EM1
OG0003590,342,CCW60125.1,Phytomonas_sp._EM1
OG0003453,331,CCW60128.1,Phytomonas_sp._EM1
OG0003800,660,CCW60130.1,Phytomonas_sp._EM1
OG0003549,337,CCW60150.1,Phytomonas_sp._EM1
OG0002744,244,CCW60157.1,Phytomonas_sp._EM1
OG0003947,432,CCW60158.1,Phytomonas_sp._EM1
OG0003449,513,CCW60165.1,Phytomonas_sp._EM1
OG0003431,445,CCW60168.1,Phytomonas_sp._EM1
OG0003204,171,CCW60180.1,Phytomonas_sp._EM1
OG0003587,701,CCW60186.1,Phytomonas_sp._EM1
OG0003587,238,CCW60187.1,Phytomonas_sp._EM1
OG0002638,471,CCW60188.1,Phytomonas_sp._EM1
OG0004204,185,CCW60191.1,Phytomonas_sp._EM1
OG0002499,615,CCW60192.1,Phytomonas_sp._EM1
OG0003166,257,CCW60196.1,Phytomonas_sp._EM1
OG0004272,307,CCW60198.1,Phytomonas_sp._EM1
OG0003561,294,CCW60201.1,Phytomonas_sp._EM1
OG0002692,397,CCW60211.1,Phytomonas_sp._EM1
OG0003650,210,CCW60216.1,Phytomonas_sp._EM1
OG0004169,178,CCW60219.1,Phytomonas_sp._EM1
OG0004083,212,CCW60222.1,Phytomonas_sp._EM1
OG0003682,359,CCW60226.1,Phytomonas_sp._EM1
OG0003092,252,CCW60229.1,Phytomonas_sp._EM1
OG0002966,538,CCW60243.1,Phytomonas_sp._EM1
OG0003971,364,CCW60249.1,Phytomonas_sp._EM1
OG0003837,551,CCW60250.1,Phytomonas_sp._EM1
OG0003196,368,CCW60255.1,Phytomonas_sp._EM1
OG0003338,554,CCW60256.1,Phytomonas_sp._EM1
OG0002680,467,CCW60257.1,Phytomonas_sp._EM1
OG0003824,368,CCW60274.1,Phytomonas_sp._EM1
OG0002624,355,CCW60275.1,Phytomonas_sp._EM1
OG0004188,187,CCW60289.1,Phytomonas_sp._EM1
OG0002556,692,CCW60300.1,Phytomonas_sp._EM1
OG0003162,293,CCW60303.1,Phytomonas_sp._EM1
OG0002554,755,CCW60306.1,Phytomonas_sp._EM1
OG0002808,579,CCW60307.1,Phytomonas_sp._EM1
OG0003309,548,CCW60318.1,Phytomonas_sp._EM1
OG0003037,442,CCW60321.1,Phytomonas_sp._EM1
OG0004177,226,CCW60323.1,Phytomonas_sp._EM1
OG0003739,960,CCW60325.1,Phytomonas_sp._EM1
OG0002987,764,CCW60328.1,Phytomonas_sp._EM1
OG0002954,594,CCW60333.1,Phytomonas_sp._EM1
OG0002578,940,CCW60336.1,Phytomonas_sp._EM1
OG0004073,314,CCW60338.1,Phytomonas_sp._EM1
OG0003815,693,CCW60339.1,Phytomonas_sp._EM1
OG0002800,947,CCW60340.1,Phytomonas_sp._EM1
OG0004164,189,CCW60346.1,Phytomonas_sp._EM1
OG0003218,151,CCW60349.1,Phytomonas_sp._EM1
OG0003578,290,CCW60355.1,Phytomonas_sp._EM1
OG0003974,479,CCW60358.1,Phytomonas_sp._EM1
OG0003854,613,CCW60360.1,Phytomonas_sp._EM1
OG0003439,441,CCW60363.1,Phytomonas_sp._EM1
OG0004077,304,CCW60383.1,Phytomonas_sp._EM1
OG0003107,370,CCW60388.1,Phytomonas_sp._EM1
OG0002704,345,CCW60398.1,Phytomonas_sp._EM1
OG0004173,219,CCW60411.1,Phytomonas_sp._EM1
OG0003646,205,CCW60418.1,Phytomonas_sp._EM1
OG0003519,184,CCW60431.1,Phytomonas_sp._EM1
OG0004227,111,CCW60448.1,Phytomonas_sp._EM1
OG0003015,433,CCW60449.1,Phytomonas_sp._EM1
OG0003630,196,CCW60452.1,Phytomonas_sp._EM1
OG0002741,275,CCW60457.1,Phytomonas_sp._EM1
OG0003034,415,CCW60458.1,Phytomonas_sp._EM1
OG0002682,305,CCW60466.1,Phytomonas_sp._EM1
OG0004094,281,CCW60475.1,Phytomonas_sp._EM1
OG0004138,263,CCW60481.1,Phytomonas_sp._EM1
OG0002846,724,CCW60482.1,Phytomonas_sp._EM1
OG0002559,823,CCW60484.1,Phytomonas_sp._EM1
OG0003362,327,CCW60486.1,Phytomonas_sp._EM1
OG0002956,686,CCW60501.1,Phytomonas_sp._EM1
OG0003558,363,CCW60508.1,Phytomonas_sp._EM1
OG0003580,313,CCW60519.1,Phytomonas_sp._EM1
OG0003240,768,CCW60526.1,Phytomonas_sp._EM1
OG0003312,458,CCW60535.1,Phytomonas_sp._EM1
OG0003394,501,CCW60537.1,Phytomonas_sp._EM1
OG0002589,494,CCW60538.1,Phytomonas_sp._EM1
OG0003651,222,CCW60545.1,Phytomonas_sp._EM1
OG0003542,390,CCW60546.1,Phytomonas_sp._EM1
OG0003991,374,CCW60556.1,Phytomonas_sp._EM1
OG0003436,521,CCW60565.1,Phytomonas_sp._EM1
OG0003909,449,CCW60570.1,Phytomonas_sp._EM1
OG0004012,351,CCW60580.1,Phytomonas_sp._EM1
OG0003289,512,CCW60590.1,Phytomonas_sp._EM1
OG0002920,703,CCW60591.1,Phytomonas_sp._EM1
OG0004007,338,CCW60592.1,Phytomonas_sp._EM1
OG0002813,1007,CCW60606.1,Phytomonas_sp._EM1
OG0003554,304,CCW60608.1,Phytomonas_sp._EM1
OG0003447,262,CCW60620.1,Phytomonas_sp._EM1
OG0003817,414,CCW60633.1,Phytomonas_sp._EM1
OG0004281,321,CCW60636.1,Phytomonas_sp._EM1
OG0004032,338,CCW60639.1,Phytomonas_sp._EM1
OG0003044,398,CCW60640.1,Phytomonas_sp._EM1
OG0003730,461,CCW60642.1,Phytomonas_sp._EM1
OG0004259,762,CCW60646.1,Phytomonas_sp._EM1
OG0004210,144,CCW60647.1,Phytomonas_sp._EM1
OG0002788,1089,CCW60652.1,Phytomonas_sp._EM1
OG0003402,454,CCW60664.1,Phytomonas_sp._EM1
OG0003894,482,CCW60666.1,Phytomonas_sp._EM1
OG0003134,272,CCW60672.1,Phytomonas_sp._EM1
OG0003520,403,CCW60677.1,Phytomonas_sp._EM1
OG0004202,164,CCW60681.1,Phytomonas_sp._EM1
OG0003341,350,CCW60683.1,Phytomonas_sp._EM1
OG0003722,122,CCW60686.1,Phytomonas_sp._EM1
OG0004116,184,CCW60691.1,Phytomonas_sp._EM1
OG0003469,425,CCW60694.1,Phytomonas_sp._EM1
OG0002709,264,CCW60698.1,Phytomonas_sp._EM1
OG0003216,599,CCW60699.1,Phytomonas_sp._EM1
OG0002820,620,CCW60707.1,Phytomonas_sp._EM1
OG0002658,437,CCW60711.1,Phytomonas_sp._EM1
OG0003671,167,CCW60727.1,Phytomonas_sp._EM1
OG0003225,90,CCW60736.1,Phytomonas_sp._EM1
OG0002824,649,CCW60738.1,Phytomonas_sp._EM1
OG0002625,482,CCW60740.1,Phytomonas_sp._EM1
OG0003490,370,CCW60742.1,Phytomonas_sp._EM1
OG0003458,395,CCW60747.1,Phytomonas_sp._EM1
OG0003184,202,CCW60758.1,Phytomonas_sp._EM1
OG0003579,224,CCW60763.1,Phytomonas_sp._EM1
OG0002922,491,CCW60764.1,Phytomonas_sp._EM1
OG0003485,329,CCW60769.1,Phytomonas_sp._EM1
OG0004270,274,CCW60772.1,Phytomonas_sp._EM1
OG0003906,581,CCW60781.1,Phytomonas_sp._EM1
OG0003174,357,CCW60787.1,Phytomonas_sp._EM1
OG0002632,454,CCW60788.1,Phytomonas_sp._EM1
OG0003311,913,CCW60790.1,Phytomonas_sp._EM1
OG0002616,809,CCW60792.1,Phytomonas_sp._EM1
OG0003654,276,CCW60802.1,Phytomonas_sp._EM1
OG0004126,342,CCW60803.1,Phytomonas_sp._EM1
OG0003053,314,CCW60808.1,Phytomonas_sp._EM1
OG0003606,263,CCW60812.1,Phytomonas_sp._EM1
OG0004205,151,CCW60813.1,Phytomonas_sp._EM1
OG0002816,778,CCW60819.1,Phytomonas_sp._EM1
OG0003819,688,CCW60820.1,Phytomonas_sp._EM1
OG0002804,656,CCW60830.1,Phytomonas_sp._EM1
OG0004254,667,CCW60831.1,Phytomonas_sp._EM1
OG0003728,756,CCW60832.1,Phytomonas_sp._EM1
OG0003493,380,CCW60836.1,Phytomonas_sp._EM1
OG0004104,235,CCW60839.1,Phytomonas_sp._EM1
OG0004207,227,CCW60841.1,Phytomonas_sp._EM1
OG0002951,355,CCW60845.1,Phytomonas_sp._EM1
OG0003022,404,CCW60852.1,Phytomonas_sp._EM1
OG0003455,397,CCW60853.1,Phytomonas_sp._EM1
OG0003957,299,CCW60856.1,Phytomonas_sp._EM1
OG0002912,578,CCW60863.1,Phytomonas_sp._EM1
OG0003201,169,CCW60864.1,Phytomonas_sp._EM1
OG0003715,516,CCW60871.1,Phytomonas_sp._EM1
OG0002785,1003,CCW60883.1,Phytomonas_sp._EM1
OG0003304,762,CCW60886.1,Phytomonas_sp._EM1
OG0003808,754,CCW60894.1,Phytomonas_sp._EM1
OG0002821,744,CCW60899.1,Phytomonas_sp._EM1
OG0002906,564,CCW60900.1,Phytomonas_sp._EM1
OG0002577,771,CCW60901.1,Phytomonas_sp._EM1
OG0003474,421,CCW60906.1,Phytomonas_sp._EM1
OG0003151,301,CCW60909.1,Phytomonas_sp._EM1
OG0003702,149,CCW60913.1,Phytomonas_sp._EM1
OG0002622,539,CCW60916.1,Phytomonas_sp._EM1
OG0002823,860,CCW60927.1,Phytomonas_sp._EM1
OG0002710,430,CCW60933.1,Phytomonas_sp._EM1
OG0004197,158,CCW60939.1,Phytomonas_sp._EM1
OG0003302,544,CCW60940.1,Phytomonas_sp._EM1
OG0003491,335,CCW60941.1,Phytomonas_sp._EM1
OG0004236,141,CCW60946.1,Phytomonas_sp._EM1
OG0003983,399,CCW60950.1,Phytomonas_sp._EM1
OG0002642,402,CCW60955.1,Phytomonas_sp._EM1
OG0003354,530,CCW60959.1,Phytomonas_sp._EM1
OG0003116,326,CCW60960.1,Phytomonas_sp._EM1
OG0003884,495,CCW60961.1,Phytomonas_sp._EM1
OG0003342,426,CCW60962.1,Phytomonas_sp._EM1
OG0002795,584,CCW60963.1,Phytomonas_sp._EM1
OG0003501,406,CCW60967.1,Phytomonas_sp._EM1
OG0002729,210,CCW60970.1,Phytomonas_sp._EM1
OG0002768,205,CCW60978.1,Phytomonas_sp._EM1
OG0004146,201,CCW60997.1,Phytomonas_sp._EM1
OG0002653,127,CCW60998.1,Phytomonas_sp._EM1
OG0003202,167,CCW61001.1,Phytomonas_sp._EM1
OG0002791,861,CCW61002.1,Phytomonas_sp._EM1
OG0003760,605,CCW61005.1,Phytomonas_sp._EM1
OG0003237,552,CCW61007.1,Phytomonas_sp._EM1
OG0003982,345,CCW61009.1,Phytomonas_sp._EM1
OG0004045,330,CCW61013.1,Phytomonas_sp._EM1
OG0003031,329,CCW61016.1,Phytomonas_sp._EM1
OG0002611,982,CCW61019.1,Phytomonas_sp._EM1
OG0003941,437,CCW61022.1,Phytomonas_sp._EM1
OG0003412,505,CCW61024.1,Phytomonas_sp._EM1
OG0003208,180,CCW61034.1,Phytomonas_sp._EM1
OG0003636,238,CCW61035.1,Phytomonas_sp._EM1
OG0003049,365,CCW61036.1,Phytomonas_sp._EM1
OG0002777,148,CCW61043.1,Phytomonas_sp._EM1
OG0003753,730,CCW61045.1,Phytomonas_sp._EM1
OG0002668,406,CCW61046.1,Phytomonas_sp._EM1
OG0002494,673,CCW61076.1,Phytomonas_sp._EM1
OG0003834,432,CCW61078.1,Phytomonas_sp._EM1
OG0002781,201,CCW61085.1,Phytomonas_sp._EM1
OG0003743,1038,CCW61096.1,Phytomonas_sp._EM1
OG0004101,266,CCW61101.1,Phytomonas_sp._EM1
OG0003487,590,CCW61103.1,Phytomonas_sp._EM1
OG0004279,585,CCW61105.1,Phytomonas_sp._EM1
OG0002841,1082,CCW61107.1,Phytomonas_sp._EM1
OG0002512,696,CCW61110.1,Phytomonas_sp._EM1
OG0003775,834,CCW61114.1,Phytomonas_sp._EM1
OG0003976,406,CCW61119.1,Phytomonas_sp._EM1
OG0004252,904,CCW61120.1,Phytomonas_sp._EM1
OG0002853,1410,CCW61124.1,Phytomonas_sp._EM1
OG0002701,557,CCW61131.1,Phytomonas_sp._EM1
OG0003711,130,CCW61133.1,Phytomonas_sp._EM1
OG0002740,248,CCW61136.1,Phytomonas_sp._EM1
OG0003634,292,CCW61143.1,Phytomonas_sp._EM1
OG0003369,575,CCW61147.1,Phytomonas_sp._EM1
OG0002555,147,CCW61148.1,Phytomonas_sp._EM1
OG0003041,467,CCW61149.1,Phytomonas_sp._EM1
OG0003745,393,CCW61154.1,Phytomonas_sp._EM1
OG0004159,200,CCW61155.1,Phytomonas_sp._EM1
OG0004147,307,CCW61158.1,Phytomonas_sp._EM1
OG0003329,628,CCW61164.1,Phytomonas_sp._EM1
OG0003562,322,CCW61169.1,Phytomonas_sp._EM1
OG0003330,626,CCW61172.1,Phytomonas_sp._EM1
OG0003479,361,CCW61174.1,Phytomonas_sp._EM1
OG0003523,417,CCW61175.1,Phytomonas_sp._EM1
OG0004042,524,CCW61180.1,Phytomonas_sp._EM1
OG0002675,345,CCW61184.1,Phytomonas_sp._EM1
OG0004118,215,CCW61185.1,Phytomonas_sp._EM1
OG0003956,208,CCW61186.1,Phytomonas_sp._EM1
OG0004120,262,CCW61188.1,Phytomonas_sp._EM1
OG0003451,431,CCW61193.1,Phytomonas_sp._EM1
OG0003029,594,CCW61205.1,Phytomonas_sp._EM1
OG0004242,103,CCW61214.1,Phytomonas_sp._EM1
OG0004035,262,CCW61218.1,Phytomonas_sp._EM1
OG0002734,253,CCW61219.1,Phytomonas_sp._EM1
OG0003573,352,CCW61222.1,Phytomonas_sp._EM1
OG0003401,316,CCW61230.1,Phytomonas_sp._EM1
OG0002568,713,CCW61240.1,Phytomonas_sp._EM1
OG0002500,716,CCW61244.1,Phytomonas_sp._EM1
OG0003385,468,CCW61245.1,Phytomonas_sp._EM1
OG0002535,1032,CCW61247.1,Phytomonas_sp._EM1
OG0003652,229,CCW61252.1,Phytomonas_sp._EM1
OG0003407,431,CCW61255.1,Phytomonas_sp._EM1
OG0003713,1113,CCW61263.1,Phytomonas_sp._EM1
OG0002534,714,CCW61266.1,Phytomonas_sp._EM1
OG0003072,308,CCW61272.1,Phytomonas_sp._EM1
OG0003705,109,CCW61273.1,Phytomonas_sp._EM1
OG0003398,471,CCW61277.1,Phytomonas_sp._EM1
OG0003395,483,CCW61292.1,Phytomonas_sp._EM1
OG0003230,831,CCW61295.1,Phytomonas_sp._EM1
OG0002517,546,CCW61301.1,Phytomonas_sp._EM1
OG0003183,241,CCW61302.1,Phytomonas_sp._EM1
OG0003944,410,CCW61307.1,Phytomonas_sp._EM1
OG0004193,139,CCW61308.1,Phytomonas_sp._EM1
OG0003613,318,CCW61315.1,Phytomonas_sp._EM1
OG0003802,367,CCW61316.1,Phytomonas_sp._EM1
OG0003601,453,CCW61318.1,Phytomonas_sp._EM1
OG0003080,312,CCW61323.1,Phytomonas_sp._EM1
OG0004002,390,CCW61338.1,Phytomonas_sp._EM1
OG0003538,339,CCW61344.1,Phytomonas_sp._EM1
OG0002885,601,CCW61348.1,Phytomonas_sp._EM1
OG0003615,198,CCW61349.1,Phytomonas_sp._EM1
OG0003376,456,CCW61353.1,Phytomonas_sp._EM1
OG0003700,113,CCW61355.1,Phytomonas_sp._EM1
OG0002601,487,CCW61356.1,Phytomonas_sp._EM1
OG0003437,287,CCW61359.1,Phytomonas_sp._EM1
OG0003042,380,CCW61373.1,Phytomonas_sp._EM1
OG0004005,342,CCW61376.1,Phytomonas_sp._EM1
OG0003846,599,CCW61377.1,Phytomonas_sp._EM1
OG0003687,170,CCW61381.1,Phytomonas_sp._EM1
OG0003543,342,CCW61387.1,Phytomonas_sp._EM1
OG0004044,338,CCW61395.1,Phytomonas_sp._EM1
OG0003074,354,CCW61403.1,Phytomonas_sp._EM1
OG0004089,251,CCW61408.1,Phytomonas_sp._EM1
OG0003874,468,CCW61409.1,Phytomonas_sp._EM1
OG0002782,810,CCW61410.1,Phytomonas_sp._EM1
OG0003978,147,CCW61411.1,Phytomonas_sp._EM1
OG0003978,140,CCW61412.1,Phytomonas_sp._EM1
OG0003667,144,CCW61413.1,Phytomonas_sp._EM1
OG0003428,444,CCW61414.1,Phytomonas_sp._EM1
OG0002904,571,CCW61416.1,Phytomonas_sp._EM1
OG0004105,255,CCW61418.1,Phytomonas_sp._EM1
OG0002515,856,CCW61423.1,Phytomonas_sp._EM1
OG0003998,374,CCW61424.1,Phytomonas_sp._EM1
OG0003923,435,CCW61426.1,Phytomonas_sp._EM1
OG0003181,286,CCW61428.1,Phytomonas_sp._EM1
OG0003084,479,CCW61430.1,Phytomonas_sp._EM1
OG0003526,356,CCW61432.1,Phytomonas_sp._EM1
OG0004162,220,CCW61438.1,Phytomonas_sp._EM1
OG0003056,425,CCW61445.1,Phytomonas_sp._EM1
OG0002631,575,CCW61455.1,Phytomonas_sp._EM1
OG0003460,385,CCW61462.1,Phytomonas_sp._EM1
OG0004102,326,CCW61472.1,Phytomonas_sp._EM1
OG0003548,326,CCW61474.1,Phytomonas_sp._EM1
OG0003194,637,CCW61481.1,Phytomonas_sp._EM1
OG0003703,859,CCW61486.1,Phytomonas_sp._EM1
OG0002876,582,CCW61487.1,Phytomonas_sp._EM1
OG0002615,433,CCW61488.1,Phytomonas_sp._EM1
OG0002747,224,CCW61490.1,Phytomonas_sp._EM1
OG0003284,204,CCW61491.1,Phytomonas_sp._EM1
OG0002569,551,CCW61492.1,Phytomonas_sp._EM1
OG0003961,390,CCW61494.1,Phytomonas_sp._EM1
OG0003685,181,CCW61495.1,Phytomonas_sp._EM1
OG0002773,144,CCW61496.1,Phytomonas_sp._EM1
OG0004161,164,CCW61498.1,Phytomonas_sp._EM1
OG0003649,247,CCW61500.1,Phytomonas_sp._EM1
OG0003541,243,CCW61503.1,Phytomonas_sp._EM1
OG0002619,411,CCW61506.1,Phytomonas_sp._EM1
OG0002780,964,CCW61512.1,Phytomonas_sp._EM1
OG0002953,360,CCW61519.1,Phytomonas_sp._EM1
OG0003456,357,CCW61520.1,Phytomonas_sp._EM1
OG0004209,141,CCW61528.1,Phytomonas_sp._EM1
OG0003423,410,CCW61529.1,Phytomonas_sp._EM1
OG0003008,434,CCW61531.1,Phytomonas_sp._EM1
OG0004178,141,CCW61532.1,Phytomonas_sp._EM1
OG0003420,440,CCW61533.1,Phytomonas_sp._EM1
OG0003565,317,CCW61534.1,Phytomonas_sp._EM1
OG0003676,215,CCW61535.1,Phytomonas_sp._EM1
OG0003546,347,CCW61542.1,Phytomonas_sp._EM1
OG0002935,511,CCW61547.1,Phytomonas_sp._EM1
OG0004056,300,CCW61549.1,Phytomonas_sp._EM1
OG0003631,222,CCW61554.1,Phytomonas_sp._EM1
OG0003680,188,CCW61555.1,Phytomonas_sp._EM1
OG0003438,382,CCW61556.1,Phytomonas_sp._EM1
OG0003928,453,CCW61558.1,Phytomonas_sp._EM1
OG0004238,104,CCW61562.1,Phytomonas_sp._EM1
OG0003850,537,CCW61565.1,Phytomonas_sp._EM1
OG0003690,205,CCW61566.1,Phytomonas_sp._EM1
OG0003065,255,CCW61567.1,Phytomonas_sp._EM1
OG0004123,272,CCW61570.1,Phytomonas_sp._EM1
OG0003688,232,CCW61572.1,Phytomonas_sp._EM1
OG0003434,403,CCW61573.1,Phytomonas_sp._EM1
OG0002665,428,CCW61578.1,Phytomonas_sp._EM1
OG0003511,357,CCW61582.1,Phytomonas_sp._EM1
OG0003684,206,CCW61583.1,Phytomonas_sp._EM1
OG0003990,400,CCW61586.1,Phytomonas_sp._EM1
OG0002572,911,CCW61587.1,Phytomonas_sp._EM1
OG0004100,333,CCW61591.1,Phytomonas_sp._EM1
OG0002623,437,CCW61595.1,Phytomonas_sp._EM1
OG0003669,182,CCW61599.1,Phytomonas_sp._EM1
OG0002660,379,CCW61609.1,Phytomonas_sp._EM1
OG0003585,304,CCW61610.1,Phytomonas_sp._EM1
OG0003848,325,CCW61619.1,Phytomonas_sp._EM1
OG0003678,208,CCW61620.1,Phytomonas_sp._EM1
OG0004031,341,CCW61625.1,Phytomonas_sp._EM1
OG0003948,475,CCW61626.1,Phytomonas_sp._EM1
OG0003996,453,CCW61637.1,Phytomonas_sp._EM1
OG0002641,646,CCW61638.1,Phytomonas_sp._EM1
OG0003058,535,CCW61639.1,Phytomonas_sp._EM1
OG0002590,201,CCW61640.1,Phytomonas_sp._EM1
OG0003853,311,CCW61643.1,Phytomonas_sp._EM1
OG0003666,216,CCW61644.1,Phytomonas_sp._EM1
OG0003943,484,CCW61646.1,Phytomonas_sp._EM1
OG0003028,168,CCW61661.1,Phytomonas_sp._EM1
OG0003384,490,CCW61663.1,Phytomonas_sp._EM1
OG0002550,564,CCW61665.1,Phytomonas_sp._EM1
OG0003251,508,CCW61679.1,Phytomonas_sp._EM1
OG0002736,315,CCW61682.1,Phytomonas_sp._EM1
OG0003186,181,CCW61685.1,Phytomonas_sp._EM1
OG0003644,242,CCW61688.1,Phytomonas_sp._EM1
OG0003969,536,CCW61690.1,Phytomonas_sp._EM1
OG0003224,1002,CCW61692.1,Phytomonas_sp._EM1
OG0002597,609,CCW61694.1,Phytomonas_sp._EM1
OG0002748,259,CCW61706.1,Phytomonas_sp._EM1
OG0003709,128,CCW61712.1,Phytomonas_sp._EM1
OG0002776,999,CCW61713.1,Phytomonas_sp._EM1
OG0003988,394,CCW61728.1,Phytomonas_sp._EM1
OG0004143,196,CCW61729.1,Phytomonas_sp._EM1
OG0003852,476,CCW61731.1,Phytomonas_sp._EM1
OG0003889,522,CCW61736.1,Phytomonas_sp._EM1
OG0003955,458,CCW61737.1,Phytomonas_sp._EM1
OG0002887,593,CCW61739.1,Phytomonas_sp._EM1
OG0002672,446,CCW61741.1,Phytomonas_sp._EM1
OG0002810,934,CCW61743.1,Phytomonas_sp._EM1
OG0003020,434,CCW61750.1,Phytomonas_sp._EM1
OG0002687,306,CCW61751.1,Phytomonas_sp._EM1
OG0003445,446,CCW61753.1,Phytomonas_sp._EM1
OG0002548,615,CCW61756.1,Phytomonas_sp._EM1
OG0003844,756,CCW61758.1,Phytomonas_sp._EM1
OG0003076,586,CCW61762.1,Phytomonas_sp._EM1
OG0003099,346,CCW61767.1,Phytomonas_sp._EM1
OG0003147,123,CCW61770.1,Phytomonas_sp._EM1
OG0004052,340,CCW61773.1,Phytomonas_sp._EM1
OG0002552,630,CCW61775.1,Phytomonas_sp._EM1
OG0003000,422,CCW61780.1,Phytomonas_sp._EM1
OG0003659,237,CCW61781.1,Phytomonas_sp._EM1
OG0004057,245,CCW61785.1,Phytomonas_sp._EM1
OG0003426,424,CCW61789.1,Phytomonas_sp._EM1
OG0003621,159,CCW61797.1,Phytomonas_sp._EM1
OG0002722,349,CCW61805.1,Phytomonas_sp._EM1
OG0004221,138,CCW61806.1,Phytomonas_sp._EM1
OG0002811,525,CCW61807.1,Phytomonas_sp._EM1
OG0003847,542,CCW61814.1,Phytomonas_sp._EM1
OG0002522,668,CCW61817.1,Phytomonas_sp._EM1
OG0003222,824,CCW61818.1,Phytomonas_sp._EM1
OG0003564,340,CCW61824.1,Phytomonas_sp._EM1
OG0002724,273,CCW61827.1,Phytomonas_sp._EM1
OG0002870,467,CCW61831.1,Phytomonas_sp._EM1
OG0003001,437,CCW61839.1,Phytomonas_sp._EM1
OG0004196,260,CCW61841.1,Phytomonas_sp._EM1
OG0004087,401,CCW61847.1,Phytomonas_sp._EM1
OG0002819,554,CCW61848.1,Phytomonas_sp._EM1
OG0002551,580,CCW61851.1,Phytomonas_sp._EM1
OG0003248,768,CCW61855.1,Phytomonas_sp._EM1
OG0003500,319,CCW61857.1,Phytomonas_sp._EM1
OG0003880,743,CCW61859.1,Phytomonas_sp._EM1
OG0004239,289,CCW61866.1,Phytomonas_sp._EM1
OG0002643,555,CCW61879.1,Phytomonas_sp._EM1
OG0002848,638,CCW61881.1,Phytomonas_sp._EM1
OG0002765,198,CCW61891.1,Phytomonas_sp._EM1
OG0003003,489,CCW61897.1,Phytomonas_sp._EM1
OG0003325,592,CCW61902.1,Phytomonas_sp._EM1
